Locus	Gene	Start	Length	Product	Allele Count	File
KP1_RS17680		3626697	588	membrane protein	461	KP1_RS17680.fasta
KP1_RS17685		3627439	570	membrane protein	521	KP1_RS17685.fasta
KP1_RS17690		3628042	1437	multidrug transporter	1278	KP1_RS17690.fasta
KP1_RS17700		3629747	1395	6-phospho-beta-glucosidase	1176	KP1_RS17700.fasta
KP1_RS17710		3633162	834	"beta-1,4-xylanase"	595	KP1_RS17710.fasta
KP1_RS17715		3634151	1365	carbohydrate porin	1271	KP1_RS17715.fasta
KP1_RS17725		3637163	399	hypothetical protein	140	KP1_RS17725.fasta
KP1_RS17730		3637558	696	CidB/LrgB family autolysis modulator	516	KP1_RS17730.fasta
KP1_RS17735		3638381	885	cytidine deaminase	799	KP1_RS17735.fasta
KP1_RS17740		3639541	717	vancomycin high temperature exclusion protein	524	KP1_RS17740.fasta
KP1_RS17745		3640328	1011	galactoside ABC transporter permease MglC	828	KP1_RS17745.fasta
KP1_RS17755		3642993	999	galactose ABC transporter substrate-binding protein	694	KP1_RS17755.fasta
KP1_RS17760		3644288	1023	DNA-binding transcriptional regulator GalS	753	KP1_RS17760.fasta
KP1_RS17765		3645466	1158	hypothetical protein	989	KP1_RS17765.fasta
KP1_RS17770		3646639	669	GTP cyclohydrolase I FolE	301	KP1_RS17770.fasta
KP1_RS17775		3647668	834	S-formylglutathione hydrolase	705	KP1_RS17775.fasta
KP1_RS17780		3648572	1974	catecholate siderophore receptor CirA	1493	KP1_RS17780.fasta
KP1_RS17785		3651044	1470	lysine transporter	1024	KP1_RS17785.fasta
KP1_RS17790		3652692	867	LysR family transcriptional regulator	628	KP1_RS17790.fasta
KP1_RS17800		3653824	1050	membrane protein	843	KP1_RS17800.fasta
KP1_RS17805		3654945	855	endonuclease	620	KP1_RS17805.fasta
KP1_RS17815		3657561	939	1-phosphofructokinase	716	KP1_RS17815.fasta
KP1_RS17820		3658500	1131	bifunctional PTS fructose transporter subunit IIA/HPr protein	839	KP1_RS17820.fasta
KP1_RS17825		3659967	1182	sugar efflux transporter SetB	1076	KP1_RS17825.fasta
KP1_RS17835		3661590	573	elongation factor P-like protein YeiP	400	KP1_RS17835.fasta
KP1_RS17840		3662233	1191	mannonate dehydratase	961	KP1_RS17840.fasta
KP1_RS17855		3666239	708	membrane protein	543	KP1_RS17855.fasta
KP1_RS17860	spr	3667373	570	membrane protein	242	KP1_RS17860.fasta
KP1_RS17870		3669762	1806	ABC transporter substrate-binding protein	1347	KP1_RS17870.fasta
KP1_RS17880		3672671	1026	microcin C ABC transporter permease	936	KP1_RS17880.fasta
KP1_RS17885		3673698	1590	microcin C ABC transporter ATP-binding protein YejF	1454	KP1_RS17885.fasta
KP1_RS17890		3675291	345	hypothetical protein	221	KP1_RS17890.fasta
KP1_RS17895		3675967	1197	Bcr/CflA family drug resistance efflux transporter	1024	KP1_RS17895.fasta
KP1_RS17900		3677160	720	16S rRNA pseudouridine(516) synthase	439	KP1_RS17900.fasta
KP1_RS17905		3678027	1758	ATP-dependent helicase	1285	KP1_RS17905.fasta
KP1_RS17910		3679921	285	50S ribosomal protein L25	136	KP1_RS17910.fasta
KP1_RS17925		3682561	597	hypothetical protein	571	KP1_RS17925.fasta
KP1_RS17930		3683240	762	DeoR family transcriptional regulator	721	KP1_RS17930.fasta
KP1_RS17935		3684021	1008	nucleoid-associated protein	644	KP1_RS17935.fasta
KP1_RS17940		3685215	228	hypothetical protein	120	KP1_RS17940.fasta
KP1_RS17945		3685461	1761	membrane protein	1146	KP1_RS17945.fasta
KP1_RS17960		3688843	492	ecotin	391	KP1_RS17960.fasta
KP1_RS17975		3692518	1437	magnesium transporter	1051	KP1_RS17975.fasta
KP1_RS17980		3694103	1644	multidrug ABC transporter permease/ATP-binding protein	1327	KP1_RS17980.fasta
KP1_RS17995		3697612	1053	FAD:protein FMN transferase ApbE	949	KP1_RS17995.fasta
KP1_RS18005		3700637	2658	phosphotransferase RcsD	1698	KP1_RS18005.fasta
KP1_RS18010		3703310	651	DNA-binding response regulator	455	KP1_RS18010.fasta
KP1_RS18020		3706978	2634	DNA gyrase subunit A	1682	KP1_RS18020.fasta
KP1_RS18025		3709758	729	bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase	551	KP1_RS18025.fasta
KP1_RS18030		3710831	2286	ribonucleotide-diphosphate reductase subunit alpha	1352	KP1_RS18030.fasta
KP1_RS18035		3713218	1131	ribonucleotide-diphosphate reductase subunit beta	800	KP1_RS18035.fasta
KP1_RS18040		3714348	255	(2Fe-2S) ferredoxin	225	KP1_RS18040.fasta
KP1_RS18065		3720633	1179	sn-glycerol-3-phosphate dehydrogenase subunit C	952	KP1_RS18065.fasta
KP1_RS18070		3721833	804	2-keto-3-deoxy-L-rhamnonate aldolase	677	KP1_RS18070.fasta
KP1_RS18075		3722651	1290	MFS transporter	1030	KP1_RS18075.fasta
KP1_RS18080		3723983	1206	L-rhamnonate dehydratase	1020	KP1_RS18080.fasta
KP1_RS18085		3725199	786	IclR family transcriptional regulator	621	KP1_RS18085.fasta
KP1_RS18095		3727488	543	membrane protein	382	KP1_RS18095.fasta
KP1_RS18145		3737032	462	GNAT family N-acetyltransferase	438	KP1_RS18145.fasta
KP1_RS18150		3737551	921	ribonuclease Z	839	KP1_RS18150.fasta
KP1_RS18155		3738526	1458	NADH-quinone oxidoreductase subunit N	1173	KP1_RS18155.fasta
KP1_RS18160		3739990	1530	NADH-quinone oxidoreductase subunit M	1045	KP1_RS18160.fasta
KP1_RS18165		3741689	1842	NADH-quinone oxidoreductase subunit L	1174	KP1_RS18165.fasta
KP1_RS18170		3743527	303	NADH-quinone oxidoreductase subunit K	175	KP1_RS18170.fasta
KP1_RS18175		3743826	555	NADH:ubiquinone oxidoreductase subunit J	436	KP1_RS18175.fasta
KP1_RS18180		3744392	543	NADH-quinone oxidoreductase subunit I	350	KP1_RS18180.fasta
KP1_RS18185		3744949	978	NADH-quinone oxidoreductase subunit H	611	KP1_RS18185.fasta
KP1_RS18190		3745923	2727	NADH-quinone oxidoreductase subunit G	1519	KP1_RS18190.fasta
KP1_RS18195		3748682	1338	NADH-quinone oxidoreductase subunit F	877	KP1_RS18195.fasta
KP1_RS18200		3750016	501	NADH-quinone oxidoreductase subunit E	327	KP1_RS18200.fasta
KP1_RS18205		3750519	1797	NADH-quinone oxidoreductase subunit C/D	1189	KP1_RS18205.fasta
KP1_RS18210		3752414	675	NADH-quinone oxidoreductase subunit B	294	KP1_RS18210.fasta
KP1_RS18215		3753104	447	NADH-quinone oxidoreductase subunit A	222	KP1_RS18215.fasta
KP1_RS18230		3756001	1218	aminotransferase AlaT	742	KP1_RS18230.fasta
KP1_RS18235		3757300	600	5'-deoxynucleotidase	416	KP1_RS18235.fasta
KP1_RS18240		3757944	1833	citrate transporter	1223	KP1_RS18240.fasta
KP1_RS18255		3761106	456	hypothetical protein	291	KP1_RS18255.fasta
KP1_RS18260		3761899	1203	acetate kinase	720	KP1_RS18260.fasta
KP1_RS18265		3763302	2148	phosphate acetyltransferase	1169	KP1_RS18265.fasta
KP1_RS18270		3765542	552	NUDIX hydrolase	260	KP1_RS18270.fasta
KP1_RS18290	folX	3768279	363	dihydroneopterin aldolase	178	KP1_RS18290.fasta
KP1_RS18295		3768660	894	epimerase	705	KP1_RS18295.fasta
KP1_RS18310		3770302	774	histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein HisP	478	KP1_RS18310.fasta
KP1_RS18315		3771083	717	histidine/lysine/arginine/ornithine ABC transporter permease HisM	508	KP1_RS18315.fasta
KP1_RS18320		3771796	687	histidine/lysine/arginine/ornithine ABC transporter permease HisQ	444	KP1_RS18320.fasta
KP1_RS18325		3772547	783	histidine ABC transporter substrate-binding protein	549	KP1_RS18325.fasta
KP1_RS18330		3773597	783	amino acid ABC transporter substrate-binding protein	604	KP1_RS18330.fasta
KP1_RS18335		3774420	162	hypothetical protein	143	KP1_RS18335.fasta
KP1_RS18345		3775367	1518	amidophosphoribosyltransferase	796	KP1_RS18345.fasta
KP1_RS18350		3776918	489	colicin V production protein	203	KP1_RS18350.fasta
KP1_RS18360		3778302	1269	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	998	KP1_RS18360.fasta
KP1_RS18365		3779646	984	acetyl-CoA carboxylase subunit beta	450	KP1_RS18365.fasta
KP1_RS18370		3780752	660	membrane protein	442	KP1_RS18370.fasta
KP1_RS18375		3781438	813	tRNA pseudouridine(38-40) synthase TruA	431	KP1_RS18375.fasta
KP1_RS18380		3782250	1014	aspartate-semialdehyde dehydrogenase	706	KP1_RS18380.fasta
KP1_RS18385		3783327	1137	erythronate-4-phosphate dehydrogenase	822	KP1_RS18385.fasta
KP1_RS18395		3785638	1176	arabinose transporter	955	KP1_RS18395.fasta
KP1_RS18400		3787023	1221	beta-ketoacyl-[acyl-carrier-protein] synthase I	667	KP1_RS18400.fasta
KP1_RS18410		3790452	282	hypothetical protein	161	KP1_RS18410.fasta
KP1_RS18415		3790765	549	elongation factor P hydroxylase	376	KP1_RS18415.fasta
KP1_RS18420		3791313	810	membrane protein	549	KP1_RS18420.fasta
KP1_RS18425		3792122	825	penicillin-insensitive murein endopeptidase	589	KP1_RS18425.fasta
KP1_RS18430		3792949	1086	chorismate synthase	757	KP1_RS18430.fasta
KP1_RS18435		3794076	933	ribosomal protein L3 N(5)-glutamine methyltransferase	602	KP1_RS18435.fasta
KP1_RS18440		3795176	552	hypothetical protein	356	KP1_RS18440.fasta
KP1_RS18445		3795748	486	phosphohistidine phosphatase	225	KP1_RS18445.fasta
KP1_RS18450		3796443	2145	multifunctional fatty acid oxidation complex subunit alpha	1464	KP1_RS18450.fasta
KP1_RS18455	fadI	3798587	1311	acetyl-CoA acetyltransferase	971	KP1_RS18455.fasta
KP1_RS18465		3800715	1323	long-chain fatty acid transporter	739	KP1_RS18465.fasta
KP1_RS18470		3802099	762	lipoprotein	381	KP1_RS18470.fasta
KP1_RS18475		3803150	930	formate transporter	733	KP1_RS18475.fasta
KP1_RS18525		3811002	1698	membrane protein	1051	KP1_RS18525.fasta
KP1_RS18530		3812711	738	DNA-binding response regulator	421	KP1_RS18530.fasta
KP1_RS18535		3813502	966	glucokinase	643	KP1_RS18535.fasta
KP1_RS18555		3818928	360	hypothetical protein	249	KP1_RS18555.fasta
KP1_RS18560		3819345	1242	divalent metal cation transporter	827	KP1_RS18560.fasta
KP1_RS18565		3820933	1203	nucleoside permease	629	KP1_RS18565.fasta
KP1_RS18585		3824977	354	hypothetical protein	238	KP1_RS18585.fasta
KP1_RS18595		3825778	1419	glutamate--tRNA ligase	806	KP1_RS18595.fasta
KP1_RS18630		3830107	219	hypothetical protein	158	KP1_RS18630.fasta
KP1_RS18635	ligA	3830327	2016	DNA ligase (NAD(+)) LigA	1214	KP1_RS18635.fasta
KP1_RS18645		3833524	144	hypothetical protein	60	KP1_RS18645.fasta
KP1_RS18650		3833704	762	sulfate transporter CysZ	596	KP1_RS18650.fasta
KP1_RS18655		3834643	972	cysteine synthase A	635	KP1_RS18655.fasta
KP1_RS18660		3835793	159	hypothetical protein	74	KP1_RS18660.fasta
KP1_RS18665		3835995	258	phosphocarrier protein HPr	114	KP1_RS18665.fasta
KP1_RS18670		3836297	1728	phosphoenolpyruvate--protein phosphotransferase	877	KP1_RS18670.fasta
KP1_RS18675		3838067	510	glucose-specific phosphotransferase enzyme IIA component	287	KP1_RS18675.fasta
KP1_RS18695		3841241	396	hypothetical protein	387	KP1_RS18695.fasta
KP1_RS18705		3842663	1095	sulfate ABC transporter ATP-binding protein	825	KP1_RS18705.fasta
KP1_RS18715		3844622	834	sulfate/thiosulfate transporter subunit	594	KP1_RS18715.fasta
KP1_RS18720		3845455	1017	thiosulfate transporter subunit	679	KP1_RS18720.fasta
KP1_RS18725		3846471	138	hypothetical protein	73	KP1_RS18725.fasta
KP1_RS18735		3847111	900	deferrochelatase/peroxidase YfeX	635	KP1_RS18735.fasta
KP1_RS18740		3848105	576	DUF1131 domain-containing protein	367	KP1_RS18740.fasta
KP1_RS18745		3848742	450	membrane protein	336	KP1_RS18745.fasta
KP1_RS18755		3849815	873	N-acetylmuramoyl-L-alanine amidase	481	KP1_RS18755.fasta
KP1_RS18760		3850687	900	coproporphyrinogen III oxidase	617	KP1_RS18760.fasta
KP1_RS18850		3866727	2280	bifunctional malic enzyme oxidoreductase/phosphotransacetylase	1386	KP1_RS18850.fasta
KP1_RS18855		3869301	957	transaldolase	639	KP1_RS18855.fasta
KP1_RS18860		3870274	1995	transketolase	1410	KP1_RS18860.fasta
KP1_RS18870		3873368	597	GDP-mannose pyrophosphatase NudK	389	KP1_RS18870.fasta
KP1_RS18880		3876378	3114	multidrug efflux RND transporter permease subunit	1707	KP1_RS18880.fasta
KP1_RS18885		3880044	354	arsenate reductase	221	KP1_RS18885.fasta
KP1_RS18890		3880401	1128	succinyl-diaminopimelate desuccinylase	611	KP1_RS18890.fasta
KP1_RS18895		3881555	204	membrane protein	122	KP1_RS18895.fasta
KP1_RS18900		3881807	696	esterase	650	KP1_RS18900.fasta
KP1_RS18910		3884592	876	hypothetical protein	642	KP1_RS18910.fasta
KP1_RS18915		3885587	714	phosphoribosylaminoimidazolesuccinocarboxamide synthase	313	KP1_RS18915.fasta
KP1_RS18920		3886517	1035	outer membrane protein assembly factor BamC	713	KP1_RS18920.fasta
KP1_RS18925		3887568	879	4-hydroxy-tetrahydrodipicolinate synthase	421	KP1_RS18925.fasta
KP1_RS18930		3888600	567	glycine cleavage system transcriptional repressor	215	KP1_RS18930.fasta
KP1_RS18935		3889170	471	peroxiredoxin	276	KP1_RS18935.fasta
KP1_RS18940		3889701	1062	AI-2E family transporter	740	KP1_RS18940.fasta
KP1_RS18945		3890817	117	hypothetical protein	69	KP1_RS18945.fasta
KP1_RS18950		3890985	1464	hypothetical protein	975	KP1_RS18950.fasta
KP1_RS18955		3892458	360	arsenate reductase (glutaredoxin)	278	KP1_RS18955.fasta
KP1_RS18960		3892946	924	hypothetical protein	283	KP1_RS18960.fasta
KP1_RS18965		3893866	678	DnaA regulatory inactivator Hda	321	KP1_RS18965.fasta
KP1_RS18970		3894666	1287	uracil/xanthine transporter	719	KP1_RS18970.fasta
KP1_RS18975		3896048	627	uracil phosphoribosyltransferase	294	KP1_RS18975.fasta
KP1_RS18980		3896892	1434	6-phospho-beta-glucosidase	963	KP1_RS18980.fasta
KP1_RS18990		3899492	1038	phosphoribosylformylglycinamidine cyclo-ligase	555	KP1_RS18990.fasta
KP1_RS18995		3900526	642	phosphoribosylglycinamide formyltransferase	451	KP1_RS18995.fasta
KP1_RS19000		3901348	2061	RNA degradosome polyphosphate kinase	954	KP1_RS19000.fasta
KP1_RS19005		3903412	1533	exopolyphosphatase	912	KP1_RS19005.fasta
KP1_RS19015		3907597	174	membrane protein	118	KP1_RS19015.fasta
KP1_RS19040		3913486	1578	GMP synthetase	1299	KP1_RS19040.fasta
KP1_RS19045		3915131	1467	IMP dehydrogenase	878	KP1_RS19045.fasta
KP1_RS19050		3916756	1392	exodeoxyribonuclease VII large subunit	1008	KP1_RS19050.fasta
KP1_RS19065		3919596	1479	ribosome biogenesis GTPase Der	950	KP1_RS19065.fasta
KP1_RS19070		3921188	1179	outer membrane protein assembly factor BamB	755	KP1_RS19070.fasta
KP1_RS19075		3922377	621	membrane protein	306	KP1_RS19075.fasta
KP1_RS19080		3923032	1275	histidine--tRNA ligase	817	KP1_RS19080.fasta
KP1_RS19085		3924398	1122	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	590	KP1_RS19085.fasta
KP1_RS19090		3925546	996	cytoskeleton protein RodZ	639	KP1_RS19090.fasta
KP1_RS19095		3926818	1167	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	725	KP1_RS19095.fasta
KP1_RS19100		3928467	432	nucleoside-diphosphate kinase	336	KP1_RS19100.fasta
KP1_RS19115		3936539	858	3-mercaptopyruvate sulfurtransferase	635	KP1_RS19115.fasta
KP1_RS19125		3938536	777	enhanced serine sensitivity protein SseB	693	KP1_RS19125.fasta
KP1_RS19130		3939411	1287	peptidase B	896	KP1_RS19130.fasta
KP1_RS19135		3940768	201	Fe-S assembly protein IscX	118	KP1_RS19135.fasta
KP1_RS19140		3940970	336	"ferredoxin, 2Fe-2S type, ISC system"	192	KP1_RS19140.fasta
KP1_RS19145		3941307	1851	molecular chaperone HscA	1098	KP1_RS19145.fasta
KP1_RS19150		3943173	516	co-chaperone protein HscB	290	KP1_RS19150.fasta
KP1_RS19155		3943763	324	iron-binding protein	150	KP1_RS19155.fasta
KP1_RS19160		3944104	387	iron-sulfur cluster scaffold-like protein	263	KP1_RS19160.fasta
KP1_RS19165		3944517	1215	IscS subfamily cysteine desulfurase	779	KP1_RS19165.fasta
KP1_RS19170		3945910	492	Fe-S cluster assembly transcriptional regulator IscR	260	KP1_RS19170.fasta
KP1_RS19175		3946636	735	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	459	KP1_RS19175.fasta
KP1_RS19180		3947491	804	inositol monophosphatase	489	KP1_RS19180.fasta
KP1_RS19205		3952285	1137	3-phenylpropionic acid transporter	893	KP1_RS19205.fasta
KP1_RS19235		3960978	1254	serine hydroxymethyltransferase	960	KP1_RS19235.fasta
KP1_RS19240		3962557	1191	flavohemoprotein	857	KP1_RS19240.fasta
KP1_RS19245		3963822	339	nitrogen regulatory protein P-II	177	KP1_RS19245.fasta
KP1_RS19250		3964226	1338	two-component system response regulator GlrR	862	KP1_RS19250.fasta
KP1_RS19260		3966266	1440	two-component sensor histidine kinase	1013	KP1_RS19260.fasta
KP1_RS19265		3968278	3888	phosphoribosylformylglycinamidine synthase	1857	KP1_RS19265.fasta
KP1_RS19275		3972341	1617	lytic transglycosylase F	1060	KP1_RS19275.fasta
KP1_RS19280		3973954	510	tRNA adenosine(34) deaminase TadA	347	KP1_RS19280.fasta
KP1_RS19285		3974526	636	phosphatidylglycerophosphatase C	383	KP1_RS19285.fasta
KP1_RS19290		3975375	849	transcriptional regulator	598	KP1_RS19290.fasta
KP1_RS19295		3976280	261	ferredoxin	220	KP1_RS19295.fasta
KP1_RS19305		3976933	732	pyridoxine 5'-phosphate synthase	553	KP1_RS19305.fasta
KP1_RS19310		3977676	738	DNA repair protein RecO	542	KP1_RS19310.fasta
KP1_RS19315		3978425	906	GTPase Era	540	KP1_RS19315.fasta
KP1_RS19320		3979327	681	ribonuclease 3	339	KP1_RS19320.fasta
KP1_RS19330		3980257	975	S26 family signal peptidase	505	KP1_RS19330.fasta
KP1_RS19335		3981247	1800	elongation factor 4	1017	KP1_RS19335.fasta
KP1_RS19340		3983232	480	SoxR reducing system protein RseC	308	KP1_RS19340.fasta
KP1_RS19345		3983708	957	sigma-E factor regulatory protein RseB	661	KP1_RS19345.fasta
KP1_RS19350		3984664	651	anti-RNA polymerase sigma factor SigE	305	KP1_RS19350.fasta
KP1_RS19355		3985347	576	RNA polymerase sigma factor RpoE	229	KP1_RS19355.fasta
KP1_RS19360		3986343	1620	L-aspartate oxidase	1073	KP1_RS19360.fasta
KP1_RS19375		3990193	384	autonomous glycyl radical cofactor GrcA	263	KP1_RS19375.fasta
KP1_RS19380		3990889	690	uracil-DNA glycosylase	520	KP1_RS19380.fasta
KP1_RS19390		3992925	426	thiol reductase thioredoxin	225	KP1_RS19390.fasta
KP1_RS19405	pssA	3996925	1356	phosphatidylserine synthase	631	KP1_RS19405.fasta
KP1_RS19410		3998322	324	lipoprotein	197	KP1_RS19410.fasta
KP1_RS19415		3998649	1299	MFS transporter	772	KP1_RS19415.fasta
KP1_RS19445		4005960	2574	chaperone protein ClpB	1260	KP1_RS19445.fasta
KP1_RS19450		4008663	732	hypothetical protein	523	KP1_RS19450.fasta
KP1_RS19455		4009391	981	23S rRNA pseudouridine(1911/1915/1917) synthase	575	KP1_RS19455.fasta
KP1_RS19460		4010503	738	outer membrane biogenesis protein BamD	353	KP1_RS19460.fasta
KP1_RS19465		4011511	336	translation inhibitor protein RaiA	155	KP1_RS19465.fasta
KP1_RS19470		4012101	1161	bifunctional chorismate mutase/prephenate dehydratase	650	KP1_RS19470.fasta
KP1_RS19475		4013258	873	gluconolactonase	604	KP1_RS19475.fasta
KP1_RS19480	tyrA	4014194	1122	bifunctional chorismate mutase/prephenate dehydrogenase	726	KP1_RS19480.fasta
KP1_RS19485		4015325	1071	phospho-2-dehydro-3-deoxyheptonate aldolase	659	KP1_RS19485.fasta
KP1_RS19505		4018968	1371	membrane protein	916	KP1_RS19505.fasta
KP1_RS19520		4020974	348	50S ribosomal protein L19	112	KP1_RS19520.fasta
KP1_RS19525		4021361	768	tRNA (guanosine(37)-N1)-methyltransferase TrmD	415	KP1_RS19525.fasta
KP1_RS19530	rimM	4022160	549	ribosome maturation factor RimM	233	KP1_RS19530.fasta
KP1_RS19535		4022727	249	30S ribosomal protein S16	98	KP1_RS19535.fasta
KP1_RS19540		4023235	1365	signal recognition particle protein	983	KP1_RS19540.fasta
KP1_RS19545		4024763	792	inner membrane protein YpjD	489	KP1_RS19545.fasta
KP1_RS19555		4026980	591	nucleotide exchange factor GrpE	390	KP1_RS19555.fasta
KP1_RS19560		4027695	879	NAD(+) kinase	537	KP1_RS19560.fasta
KP1_RS19565		4028660	1662	DNA repair protein RecN	1184	KP1_RS19565.fasta
KP1_RS19575		4030469	342	outer membrane biogenesis protein BamE	183	KP1_RS19575.fasta
KP1_RS19585		4031157	438	ubiquinone-binding protein	259	KP1_RS19585.fasta
KP1_RS19590		4031744	483	SsrA-binding protein	362	KP1_RS19590.fasta
KP1_RS19845		4091096	606	FMN-dependent NADH-azoreductase	607	KP1_RS19845.fasta
KP1_RS19850		4091777	300	transcriptional regulator	228	KP1_RS19850.fasta
KP1_RS19860		4092610	903	aspartyl/asparaginyl beta-hydroxylase	502	KP1_RS19860.fasta
KP1_RS19870		4093970	402	DNA-binding protein	257	KP1_RS19870.fasta
KP1_RS19880		4095100	450	membrane protein	326	KP1_RS19880.fasta
KP1_RS19885		4095635	363	hypothetical protein	141	KP1_RS19885.fasta
KP1_RS19890		4096147	348	membrane protein	227	KP1_RS19890.fasta
