Locus	Gene	Start	Length	Product	Allele Count	Alleles
b2958	yggN	3100904	720	DUF2884 family putative periplasmic protein	1057	b2958.fasta
b2959	yggL	3101807	327	DUF469 family protein	543	b2959.fasta
b2960	trmI	3102133	720	tRNA m(7)G46 methyltransferase, SAM-dependent	1034	b2960.fasta
b2961	mutY	3103013	1053	adenine DNA glycosylase	1601	b2961.fasta
b2962	yggX	3104093	276	oxidative damage protective factor for iron-sulfur proteins	421	b2962.fasta
b2963	mltC	3104433	1080	membrane-bound lytic murein transglycosylase C	1586	b2963.fasta
b2964	nupG	3105714	1257	nucleoside transporter	1277	b2964.fasta
b2966	yqgA	3109553	708	DUF554 family putative inner membrane protein	1122	b2966.fasta
b2988	gss	3136663	1860	glutathionylspermidine amidase and glutathionylspermidine synthetase	1955	b2988.fasta
b2989	yghU	3138727	867	putative S-transferase	1389	b2989.fasta
b2990	hybG	3139716	249	hydrogenase 2 accessory protein	305	b2990.fasta
b2991	hybF	3139977	342	protein involved with the maturation of hydrogenases 1 and 2	477	b2991.fasta
b2992	hybE	3140311	489	hydrogenase 2-specific chaperone	725	b2992.fasta
b2993	hybD	3140792	495	maturation protease for hydrogenase 2	760	b2993.fasta
b2994	hybC	3141286	1704	hydrogenase 2, large subunit	1831	b2994.fasta
b2995	hybB	3142986	1179	putative hydrogenase 2 cytochrome b type component	1271	b2995.fasta
b2996	hybA	3144154	987	hydrogenase 2 4Fe-4S ferredoxin-type component	1153	b2996.fasta
b2997	hybO	3145143	1119	hydrogenase 2, small subunit	1168	b2997.fasta
b2998	yghW	3146450	288	DUF2623 family protein	369	b2998.fasta
b3001	gpr	3147897	1041	L-glyceraldehyde 3-phosphate reductase	1386	b3001.fasta
b3002	yqhA	3148977	495	UPF0114 family putative inner membrane protein	508	b3002.fasta
b3005	exbD	3150818	426	membrane spanning protein in TonB-ExbB-ExbD complex	641	b3005.fasta
b3006	exbB	3151250	735	membrane spanning protein in TonB-ExbB-ExbD complex	944	b3006.fasta
b3008	metC	3152236	1188	cystathionine beta-lyase, PLP-dependent	1522	b3008.fasta
b3010	yqhC	3154262	957	transcriptional activator of yqhD	1158	b3010.fasta
b3011	yqhD	3155355	1164	aldehyde reductase, NADPH-dependent	1625	b3011.fasta
b3012	dkgA	3156623	828	2,5-diketo-D-gluconate reductase A	1134	b3012.fasta
b3014	yqhH	3158627	258	outer membrane lipoprotein, Lpp paralog	321	b3014.fasta
b4469	ygiQ	3158927	2220	Radical SAM superfamily protein	2324	b4469.fasta
b3017	ftsP	3161257	1413	septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts)	1863	b3017.fasta
b3018	plsC	3162744	738	1-acyl-sn-glycerol-3-phosphate acyltransferase	834	b3018.fasta
b3019	parC	3163715	2259	DNA topoisomerase IV, subunit A	2597	b3019.fasta
b3023	ygiV	3168749	483	transcriptional repressor for mcbR biofilm gene	698	b3023.fasta
b3024	ygiW	3169284	393	hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced OB-fold protein	535	b3024.fasta
b3025	qseB	3169828	660	quorum sensing DNA-binding response regulator in two-component regulatory system with QseC	997	b3025.fasta
b3026	qseC	3170484	1350	quorum sensing sensory histidine kinase in two-component regulatory system with QseB	1740	b3026.fasta
b3028	mdaB	3172530	582	NADPH quinone reductase	1093	b3028.fasta
b3029	ygiN	3173142	315	quinol monooxygenase	493	b3029.fasta
b3031	yqiA	3175425	582	acyl CoA esterase	725	b3031.fasta
b3032	cpdA	3176006	828	3',5' cAMP phosphodiesterase	1176	b3032.fasta
b3033	yqiB	3176858	423	DUF1249 protein YqiB	483	b3033.fasta
b3034	nudF	3177281	630	ADP-ribose pyrophosphatase	817	b3034.fasta
b3035	tolC	3178115	1482	transport channel	1534	b3035.fasta
b3037	ygiB	3179744	672	DUF1190 family protein	884	b3037.fasta
b3038	ygiC	3180421	1161	ATP-Grasp family ATPase	1428	b3038.fasta
b3039	ygiD	3181619	789	4,5- DOPA-extradiol-dioxygenase	1292	b3039.fasta
b3040	zupT	3182550	774	zinc transporter	1034	b3040.fasta
b3041	ribB	3183813	654	3,4-dihydroxy-2-butanone-4-phosphate synthase	1007	b3041.fasta
b3049	glgS	3191739	201	motility and biofilm regulator	257	b3049.fasta
b3052	hldE	3195320	1434	heptose 7-phosphate kinase and heptose 1-phosphate adenyltransferase	1483	b3052.fasta
b3053	glnE	3196801	2841	fused deadenylyltransferase/adenylyltransferase for glutamine synthetase	2954	b3053.fasta
b3054	ygiF	3199664	1302	inorganic triphosphatase	1673	b3054.fasta
b3055	ygiM	3201207	621	SH3 domain protein	838	b3055.fasta
b3056	cca	3201891	1239	fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase	1555	b3056.fasta
b3057	bacA	3203310	822	undecaprenyl pyrophosphate phosphatase	1126	b3057.fasta
b3058	folB	3204221	369	dihydroneopterin aldolase and dihydroneopterin triphosphate 2'-epimerase	472	b3058.fasta
b3059	plsY	3204694	618	putative glycerol-3-phosphate acyltransferase	661	b3059.fasta
b3061	ttdA	3206463	912	L-tartrate dehydratase, alpha subunit	1118	b3061.fasta
b3062	ttdB	3207371	606	L-tartrate dehydratase, beta subunit	889	b3062.fasta
b3063	ttdT	3208024	1464	L-tartrate/succinate antiporte	1882	b3063.fasta
b3064	tsaD	3209530	1014	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; glycation binding protein	1390	b3064.fasta
b3065	rpsU	3210781	216	30S ribosomal subunit protein S21	164	b3065.fasta
b3066	dnaG	3211107	1746	DNA primase	1744	b3066.fasta
b3067	rpoD	3213047	1842	RNA polymerase, sigma 70 (sigma D) factor	1687	b3067.fasta
b3068	mug	3214967	507	G/U mismatch-specific DNA glycosylase; xanthine DNA glycosylase	776	b3068.fasta
b3070	yqjH	3215727	765	putative siderophore interacting protein	1124	b3070.fasta
b3071	yqjI	3216779	624	PadR family putative transcriptional regulator	790	b3071.fasta
b3072	aer	3217556	1521	fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component	2083	b3072.fasta
b3073	patA	3219494	1380	putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent	1773	b3073.fasta
b3074	ygjH	3220915	333	putative tRNA binding protein; putative tRNA corner chaperone	524	b3074.fasta
b3075	ebgR	3221466	984	transcriptional repressor	1221	b3075.fasta
b3076	ebgA	3222633	3093	evolved beta-D-galactosidase, alpha subunit	3073	b3076.fasta
b3077	ebgC	3225722	450	evolved beta-D-galactosidase, beta subunit; cupin superfamily	598	b3077.fasta
b3081	fadH	3231665	2019	2,4-dienoyl-CoA reductase, NADH and FMN-linked	2677	b3081.fasta
b3084	rlmG	3234739	1137	23S rRNA m(2)G1835 methyltransferase, SAM-dependent	1532	b3084.fasta
b3085	ygjP	3235960	504	putative metal dependent hydrolase	740	b3085.fasta
b3087	ygjR	3237311	987	putative NAD(P)-dependent dehydrogenase	1352	b3087.fasta
b3088	alx	3238580	966	putative membrane-bound redox modulator	1252	b3088.fasta
b3089	sstT	3239944	1245	sodium:serine/threonine symporter	1455	b3089.fasta
b3090	ygjV	3241193	552	Imp-YgjV family inner membrane protein	697	b3090.fasta
b3091	uxaA	3241827	1488	altronate hydrolase	1901	b3091.fasta
b3092	uxaC	3243329	1413	uronate isomerase	1711	b3092.fasta
b3093	exuT	3245224	1299	hexuronate transporter	1279	b3093.fasta
b3094	exuR	3246652	777	hexuronate regulon transcriptional repressor; autorepressor	1149	b3094.fasta
b3095	yqjA	3247773	663	general envelope maintenance protein; DedA family inner membrane protein; putative multidrug efflux transporter	689	b3095.fasta
b3096	mzrA	3248439	384	modulator of EnvZ/OmpR regulon	470	b3096.fasta
b3097	yqjC	3248969	369	DUF1090 family putative periplasmic protein	435	b3097.fasta
b3098	yqjD	3249375	306	membrane-anchored ribosome-binding protein	402	b3098.fasta
b3099	yqjE	3249683	405	DUF1469 family inner membrane protein	407	b3099.fasta
b3100	yqjK	3250077	300	uncharacterized protein	405	b3100.fasta
b3101	yqjF	3250562	393	putative quinol oxidase subunit	747	b3101.fasta
b3102	yqjG	3251024	987	putative S-transferase	1485	b3102.fasta
b3105	yhaJ	3253318	897	LysR family putative transcriptional regulator	1333	b3105.fasta
b3106	yhaK	3254319	702	redox-sensitive bicupin	1068	b3106.fasta
b3107	yhaL	3255043	165	uncharacterized protein	244	b3107.fasta
b4470	yhaM	3255341	1311	putative L-serine dehydratase alpha chain	1331	b4470.fasta
b3113	tdcF	3259721	390	putative reactive intermediate deaminase	482	b3113.fasta
b3115	tdcD	3262452	1209	propionate kinase/acetate kinase C, anaerobic	1608	b3115.fasta
b3116	tdcC	3263686	1332	L-threonine/L-serine transporter	1373	b3116.fasta
b3117	tdcB	3265039	990	L-threonine dehydratase, catabolic	1245	b3117.fasta
b3118	tdcA	3266127	939	tdc operon transcriptional activator	1314	b3118.fasta
b3119	tdcR	3267380	219	L-threonine dehydratase operon activator protein	696	b3119.fasta
b3124	garK	3270625	1146	glycerate kinase I	1530	b3124.fasta
b3125	garR	3271867	885	tartronate semialdehyde reductase	1255	b3125.fasta
b3126	garL	3272787	771	alpha-dehydro-beta-deoxy-D-glucarate aldolase	1235	b3126.fasta
b3127	garP	3273573	1335	putative (D)-galactarate transporter	1769	b3127.fasta
b3147	lpoA	3293400	2037	OM lipoprotein stimulator of MrcA transpeptidase	2256	b3147.fasta
b3148	yraN	3295394	396	UPF0102 family protein	566	b3148.fasta
b3149	diaA	3295809	591	DnaA initiator-associating factor for replication initiation	610	b3149.fasta
b3150	yraP	3296409	576	outer membrane lipoprotein	840	b3150.fasta
b3151	yraQ	3297098	1041	putative inner membrane permease	1542	b3151.fasta
b3152	yraR	3298211	636	putative nucleoside-diphosphate-sugar epimerase	977	b3152.fasta
b3155	yhbQ	3299966	303	GIY-YIG nuclease superfamily protein	503	b3155.fasta
b3156	yhbS	3300255	504	GNAT family putative N-acetyltransferase	791	b3156.fasta
b3157	yhbT	3300752	525	SCP-2 sterol transfer family protein	688	b3157.fasta
b3158	yhbU	3301485	996	U32 peptidase family protein	1516	b3158.fasta
b3159	yhbV	3302489	879	U32 peptidase family protein	1317	b3159.fasta
b3160	yhbW	3303448	1008	putative luciferase-like monooxygenase	1592	b3160.fasta
b3161	mtr	3304573	1245	tryptophan transporter of high affinity	1565	b3161.fasta
b3162	deaD	3305971	1890	ATP-dependent RNA helicase	1634	b3162.fasta
b4685	yrbN	3307853	81	uncharacterized protein	46	b4685.fasta
b3163	nlpI	3308040	885	lipoprotein involved in osmotic sensitivity and filamentation	854	b3163.fasta
b3164	pnp	3309033	2136	polynucleotide phosphorylase/polyadenylase	1986	b3164.fasta
b3165	rpsO	3311415	270	30S ribosomal subunit protein S15	278	b3165.fasta
b3166	truB	3311833	945	tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase	1187	b3166.fasta
b3167	rbfA	3312777	402	30s ribosome binding factor	492	b3167.fasta
b3168	infB	3313342	2673	translation initiation factor IF-2	2014	b3168.fasta
b3169	nusA	3316039	1488	transcription termination/antitermination L factor	1421	b3169.fasta
b3170	rimP	3317554	453	ribosome maturation factor for 30S subunits	460	b3170.fasta
b3172	argG	3318637	1344	argininosuccinate synthetase	1400	b3172.fasta
b3175	secG	3322173	333	preprotein translocase membrane subunit	744	b3175.fasta
b3176	glmM	3322733	1338	phosphoglucosamine mutase	1617	b3176.fasta
b3177	folP	3324063	849	7,8-dihydropteroate synthase	1141	b3177.fasta
b3178	ftsH	3325001	1935	protease, ATP-dependent zinc-metallo	1777	b3178.fasta
b3179	rlmE	3327035	630	23S rRNA U2552 2'-O-ribose methyltransferase, SAM-dependent	562	b3179.fasta
b3180	yhbY	3327790	294	RNA binding protein associated with pre-50S ribosomal subunits	254	b3180.fasta
b3181	greA	3328239	477	transcript cleavage factor	580	b3181.fasta
b3182	dacB	3328963	1434	D-alanyl-D-alanine carboxypeptidase	1899	b3182.fasta
b3183	obgE	3330582	1173	GTPase involved in cell partioning and DNA repair	1476	b3183.fasta
b3184	yhbE	3331770	966	EamA family inner membrane putative transporter	1326	b3184.fasta
b3185	rpmA	3332862	258	50S ribosomal subunit protein L27	234	b3185.fasta
b3186	rplU	3333140	312	50S ribosomal subunit protein L21	231	b3186.fasta
b3187	ispB	3333710	972	octaprenyl diphosphate synthase	1304	b3187.fasta
b3188	sfsB	3334909	279	malPQ operon transcriptional activator	391	b3188.fasta
b3189	murA	3335235	1260	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1489	b3189.fasta
b3190	ibaG	3336549	255	acid stress protein; putative BolA family transcriptional regulator	325	b3190.fasta
b3191	mlaB	3336963	294	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component	384	b3191.fasta
b3192	mlaC	3337256	636	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein	881	b3192.fasta
b3193	mlaD	3337910	552	OM lipid asymmetry maintenance protein; membrane-anchored ABC family periplasmic binding protein	566	b3193.fasta
b3194	mlaE	3338466	783	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein	833	b3194.fasta
b3195	mlaF	3339256	810	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein	751	b3195.fasta
b3196	yrbG	3340275	978	putative calcium/sodium:proton antiporter	1275	b3196.fasta
b3197	kdsD	3341266	987	D-arabinose 5-phosphate isomerase	1171	b3197.fasta
b3198	kdsC	3342273	567	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	774	b3198.fasta
b3199	lptC	3342836	576	periplasmic membrane-anchored LPS-binding protein; LPS export protein	600	b3199.fasta
b3200	lptA	3343380	558	lipopolysaccharide export ABC transporter periplasmic binding protein; Lipid A binding protein; LPS export and assembly protein	653	b3200.fasta
b3201	lptB	3343944	726	lipopolysaccharide export ABC transporter ATPase	919	b3201.fasta
b3202	rpoN	3344717	1434	RNA polymerase, sigma 54 (sigma N) factor	1630	b3202.fasta
b3203	hpf	3346173	288	ribosome hibernation promoting factor HPF; stabilizes 100S dimers	269	b3203.fasta
b3204	ptsN	3346578	492	sugar-specific enzyme IIA component of PTS	515	b3204.fasta
b3205	yhbJ	3347115	855	adaptor protein for GlmZ/GlmY sRNA decay, glucosamine-6-phosphate-regulated; NTPase	1190	b3205.fasta
b3206	npr	3347966	273	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)	445	b3206.fasta
b3207	yrbL	3348452	633	Mg(2+)-starvation-stimulated protein	847	b3207.fasta
b3208	mtgA	3349081	729	biosynthetic peptidoglycan transglycosylase	920	b3208.fasta
b3209	elbB	3349806	654	isoprenoid biosynthesis protein with amidotransferase-like domain	978	b3209.fasta
b3210	arcB	3350689	2337	aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB	2131	b3210.fasta
b3211	yhcC	3353121	930	putative Fe-S oxidoreductase, Radical SAM superfamily protein	1231	b3211.fasta
b3212	gltB	3354725	4461	glutamate synthase, large subunit	3856	b3212.fasta
b3213	gltD	3359198	1419	glutamate synthase, 4Fe-4S protein, small subunit	1720	b3213.fasta
b3221	yhcH	3369014	465	DUF386 family protein, cupin superfamily	667	b3221.fasta
b3222	nanK	3369475	876	N-acetylmannosamine kinase	1179	b3222.fasta
b3223	nanE	3370347	690	putative N-acetylmannosamine-6-P epimerase	940	b3223.fasta
b3224	nanT	3371084	1491	sialic acid transporter	1691	b3224.fasta
b3225	nanA	3372683	894	N-acetylneuraminate lyase	1045	b3225.fasta
b3226	nanR	3373698	792	sialic acid-inducible nan operon repressor	808	b3226.fasta
b3228	sspB	3376279	498	ClpXP protease specificity enhancing factor	721	b3228.fasta
b3229	sspA	3376782	639	stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog	707	b3229.fasta
b3230	rpsI	3377815	393	30S ribosomal subunit protein S9	328	b3230.fasta
b3231	rplM	3378223	429	50S ribosomal subunit protein L13	304	b3231.fasta
b3232	zapE	3378870	1128	divisome ATPase	1528	b3232.fasta
b3233	yhcB	3380191	399	DUF1043 family inner membrane-anchored protein	468	b3233.fasta
b3234	degQ	3380743	1368	serine endoprotease, periplasmic	1623	b3234.fasta
b3235	degS	3382200	1068	serine endoprotease, periplasmic	1480	b3235.fasta
b3236	mdh	3383330	939	malate dehydrogenase, NAD(P)-binding	1232	b3236.fasta
b3237	argR	3384703	471	l-arginine-responsive arginine metabolism regulon transcriptional regulator	610	b3237.fasta
b3238	yhcN	3385538	264	cadmium and peroxide resistance protein, stress-induced	376	b3238.fasta
b3239	yhcO	3385857	273	putative barnase inhibitor	317	b3239.fasta
b3240	aaeB	3386221	1968	p-hydroxybenzoic acid efflux system component	2368	b3240.fasta
b3241	aaeA	3388194	933	p-hydroxybenzoic acid efflux system component	1269	b3241.fasta
b3242	aaeX	3389134	204	DUF1656 family putative inner membrane efflux pump associated protein	282	b3242.fasta
b3243	aaeR	3389520	930	transcriptional regulator for aaeXAB operon	1387	b3243.fasta
b3244	tldD	3390583	1446	putative peptidase	1796	b3244.fasta
b4472	yhdP	3392458	3801	DUF3971-AsmA2 domains protein	4054	b4472.fasta
b3247	rng	3396326	1470	ribonuclease G	1541	b3247.fasta
b3248	yhdE	3397785	594	dTTP/UTP pyrophosphatase; m(5)UTP/m(5)CTP/pseudo-UTP pyrophosphatase	774	b3248.fasta
b3249	mreD	3398387	489	cell wall structural complex MreBCD transmembrane component MreD	593	b3249.fasta
b3250	mreC	3398875	1104	cell wall structural complex MreBCD transmembrane component MreC	1025	b3250.fasta
b3251	mreB	3400044	1044	cell wall structural complex MreBCD, actin-like component MreB	1094	b3251.fasta
b3252	csrD	3401392	1941	targeting factor for csrBC sRNA degradation	2263	b3252.fasta
b3253	acuI	3403484	975	putative acryloyl-CoA reductase	1252	b3253.fasta
b3255	accB	3405436	471	acetyl CoA carboxylase, BCCP subunit	411	b3255.fasta
b3256	accC	3405917	1350	acetyl-CoA carboxylase, biotin carboxylase subunit	1424	b3256.fasta
b3257	yhdT	3407375	243	DUF997 family putative inner membrane protein	434	b3257.fasta
b3258	panF	3407607	1452	pantothenate:sodium symporter	1884	b3258.fasta
b3259	prmA	3409070	882	methyltransferase for 50S ribosomal subunit protein L11	1330	b3259.fasta
b3260	dusB	3410280	966	tRNA-dihydrouridine synthase B	814	b3260.fasta
b3261	fis	3411271	297	global DNA-binding transcriptional dual regulator	216	b3261.fasta
b3262	yhdJ	3411653	885	DNA adenine methyltransferase, SAM-dependent	1192	b3262.fasta
b3263	yhdU	3412621	180	putative membrane protein	184	b3263.fasta
b3279	yrdA	3429236	555	bacterial transferase hexapeptide domain protein	696	b3279.fasta
b3280	yrdB	3429766	258	DUF1488 family protein	346	b3280.fasta
b3281	aroE	3430020	819	dehydroshikimate reductase, NAD(P)-binding	953	b3281.fasta
b3282	tsaC	3430843	573	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein, threonine-dependent ADP-forming ATPase	725	b3282.fasta
b3283	yrdD	3431420	543	ssDNA-binding protein, function unknown	682	b3283.fasta
b3284	smg	3431991	474	DUF494 family putative periplasmic protein	633	b3284.fasta
b4473	smf	3432436	1125	DNA recombination-mediator A family protein	1377	b4473.fasta
b3288	fmt	3434214	948	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	1225	b3288.fasta
b3289	rsmB	3435207	1290	16S rRNA m(5)C967 methyltransferase, SAM-dependent	1502	b3289.fasta
b3290	trkA	3436518	1377	NAD-binding component of TrK potassium transporter	1493	b3290.fasta
b3294	rplQ	3439616	384	50S ribosomal subunit protein L17	290	b3294.fasta
b3295	rpoA	3440040	990	RNA polymerase, alpha subunit	755	b3295.fasta
b3296	rpsD	3441055	621	30S ribosomal subunit protein S4	371	b3296.fasta
b3297	rpsK	3441709	390	30S ribosomal subunit protein S11	277	b3297.fasta
